x-axis,1
second,Volt
-25.8,0.194688
-25.799525,0.194063
-25.79905,0.195
-25.798575,0.194063
-25.7981,0.194688
-25.797625,0.195
-25.79715,0.194688
-25.796675,0.194375
-25.7962,0.194688
-25.795725,0.194375
-25.79525,0.194688
-25.794775,0.195625
-25.7943,0.194375
-25.793825,0.19375
-25.79335,0.193438
-25.792875,0.195313
-25.7924,0.195938
-25.791925,0.19375
-25.79145,0.195625
-25.790975,0.194375
-25.7905,0.194375
-25.790025,0.194063
-25.78955,0.193125
-25.789075,0.194688
-25.7886,0.19375
-25.788125,0.195
-25.78765,0.194375
-25.787175,0.194063
-25.7867,0.195625
-25.786225,0.194375
-25.78575,0.195313
-25.785275,0.194375
-25.7848,0.194375
-25.784325,0.195625
-25.78385,0.195313
-25.783375,0.194688
-25.7829,0.195
-25.782425,0.194063
-25.78195,0.195625
-25.781475,0.194063
-25.781,0.195
-25.780525,0.195
-25.78005,0.193438
-25.779575,0.194688
-25.7791,0.194688
-25.778625,0.195938
-25.77815,0.195313
-25.777675,0.194375
-25.7772,0.194375
-25.776725,0.19375
-25.77625,0.195
-25.775775,0.194688
-25.7753,0.194375
-25.774825,0.194375
-25.77435,0.194688
-25.773875,0.195625
-25.7734,0.194375
-25.772925,0.195
-25.77245,0.194375
-25.771975,0.195313
-25.7715,0.194375
-25.771025,0.194063
-25.77055,0.195
-25.770075,0.194375
-25.7696,0.194688
-25.769125,0.194688
-25.76865,0.194688
-25.768175,0.195938
-25.7677,0.195313
-25.767225,0.194375
-25.76675,0.195
-25.766275,0.193438
-25.7658,0.195625
-25.765325,0.194375
-25.76485,0.195625
-25.764375,0.195
-25.7639,0.195313
-25.763425,0.195625
-25.76295,0.195313
-25.762475,0.195625
-25.762,0.195313
-25.761525,0.194063
-25.76105,0.195
-25.760575,0.195625
-25.7601,0.195313
-25.759625,0.194688
-25.75915,0.194375
-25.758675,0.195313
-25.7582,0.195313
-25.757725,0.194688
-25.75725,0.194688
-25.756775,0.194688
-25.7563,0.195625
-25.755825,0.194375
-25.75535,0.195313
-25.754875,0.194375
-25.7544,0.195625
-25.753925,0.194688
-25.75345,0.19625
-25.752975,0.195
-25.7525,0.194688
-25.752025,0.195938
-25.75155,0.195
-25.751075,0.194375
-25.7506,0.19375
-25.750125,0.192813
-25.74965,0.194375
-25.749175,0.195
-25.7487,0.194063
-25.748225,0.194375
-25.74775,0.19375
-25.747275,0.194063
-25.7468,0.193125
-25.746325,0.19375
-25.74585,0.195625
-25.745375,0.193438
-25.7449,0.195313
-25.744425,0.194688
-25.74395,0.196875
-25.743475,0.195313
-25.743,0.194688
-25.742525,0.194688
-25.74205,0.195
-25.741575,0.195625
-25.7411,0.195
-25.740625,0.194688
-25.74015,0.194063
-25.739675,0.192813
-25.7392,0.19625
-25.738725,0.19375
-25.73825,0.193438
-25.737775,0.194063
-25.7373,0.195313
-25.736825,0.195
-25.73635,0.194063
-25.735875,0.194375
-25.7354,0.194063
-25.734925,0.195625
-25.73445,0.194375
-25.733975,0.194063
-25.7335,0.195313
-25.733025,0.194375
-25.73255,0.195
-25.732075,0.194688
-25.7316,0.194063
-25.731125,0.195313
-25.73065,0.19375
-25.730175,0.195313
-25.7297,0.196563
-25.729225,0.19625
-25.72875,0.195313
-25.728275,0.195938
-25.7278,0.195938
-25.727325,0.194375
-25.72685,0.195313
-25.726375,0.195
-25.7259,0.19625
-25.725425,0.194688
-25.72495,0.194688
-25.724475,0.194063
-25.724,0.193438
-25.723525,0.195313
-25.72305,0.194375
-25.722575,0.195
-25.7221,0.194063
-25.721625,0.195313
-25.72115,0.194375
-25.720675,0.19625
-25.7202,0.194063
-25.719725,0.194375
-25.71925,0.195625
-25.718775,0.195
-25.7183,0.195625
-25.717825,0.195313
-25.71735,0.194375
-25.716875,0.195625
-25.7164,0.191875
-25.715925,0.195
-25.71545,0.195625
-25.714975,0.194688
-25.7145,0.194375
-25.714025,0.193125
-25.71355,0.193438
-25.713075,0.194688
-25.7126,0.193125
-25.712125,0.194688
-25.71165,0.195
-25.711175,0.194063
-25.7107,0.193438
-25.710225,0.195313
-25.70975,0.19375
-25.709275,0.195
-25.7088,0.194375
-25.708325,0.195
-25.70785,0.193125
-25.707375,0.195
-25.7069,0.194063
-25.706425,0.194688
-25.70595,0.195313
-25.705475,0.194688
-25.705,0.19375
-25.704525,0.195313
-25.70405,0.195313
-25.703575,0.193438
-25.7031,0.194688
-25.702625,0.194688
-25.70215,0.194688
-25.701675,0.195
-25.7012,0.195625
-25.700725,0.195313
-25.70025,0.19625
-25.699775,0.194375
-25.6993,0.194063
-25.698825,0.195625
-25.69835,0.195
-25.697875,0.195625
-25.6974,0.194688
-25.696925,0.195938
-25.69645,0.193438
-25.695975,0.195
-25.6955,0.195
-25.695025,0.195
-25.69455,0.194688
-25.694075,0.195313
-25.6936,0.195313
-25.693125,0.195313
-25.69265,0.194688
-25.692175,0.195
-25.6917,0.195938
-25.691225,0.193438
-25.69075,0.195625
-25.690275,0.195313
-25.6898,0.194063
-25.689325,0.195625
-25.68885,0.195313
-25.688375,0.19375
-25.6879,0.19625
-25.687425,0.194688
-25.68695,0.194375
-25.686475,0.195313
-25.686,0.195938
-25.685525,0.195625
-25.68505,0.194375
-25.684575,0.194375
-25.6841,0.194688
-25.683625,0.195
-25.68315,0.19125
-25.682675,0.21
-25.6822,0.209375
-25.681725,0.210625
-25.68125,0.206875
-25.680775,0.194688
-25.6803,0.195313
-25.679825,0.195
-25.67935,0.195
-25.678875,0.195
-25.6784,0.194375
-25.677925,0.195
-25.67745,0.195625
-25.676975,0.194688
-25.6765,0.194375
-25.676025,0.195
-25.67555,0.195625
-25.675075,0.195
-25.6746,0.195
-25.674125,0.194375
-25.67365,0.194375
-25.673175,0.194063
-25.6727,0.195
-25.672225,0.194688
-25.67175,0.195313
-25.671275,0.195313
-25.6708,0.194063
-25.670325,0.194375
-25.66985,0.195
-25.669375,0.195
-25.6689,0.195
-25.668425,0.194063
-25.66795,0.194688
-25.667475,0.194375
-25.667,0.193438
-25.666525,0.195625
-25.66605,0.195313
-25.665575,0.196563
-25.6651,0.195
-25.664625,0.19375
-25.66415,0.195625
-25.663675,0.195
-25.6632,0.195313
-25.662725,0.194688
-25.66225,0.195
-25.661775,0.195
-25.6613,0.194688
-25.660825,0.19625
-25.66035,0.194688
-25.659875,0.195
-25.6594,0.194375
-25.658925,0.194688
-25.65845,0.195
-25.657975,0.195938
